"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
"Center for Dynamics, Mechanics and Control, New Mexico State University, Las Cruces, NM 88003 (USA)",3,1,M. Trabatti,2,1.0000,nonholonomic mechanical system;system model;kinematic redundancy;complete system;example system;lower dimensional system;mechanical system structure;nonholonomic system;original system;reduced system,0.8333
"Department of Computer and Information Sciences, De Montfort University, Milton Keynes, MK7 6HP UK (Email: <rfc822>mstacey@dmu.ac.uk</rfc822>)",14,2,Martin Stacey,5,6.5000,design domain;aesthetic design field;automatic design system;color scheme design;complete design;conceptual design;creative design;design idea;design process;design psychology,6.4167
,0,0,Kh I Martson,1,0.0000,Local-area network hardware;SM1800 microcomputer,0.0000
"Department of Statistics, University of California, Riverside",2,1,Shaojie Chen,1,0.4000,Enhancing network processor simulation;NP cycle level simulation;NP simulation;NP simulation speed;simulation error;simulation time;simulation tool;NP application;network processor;real-world network traffic,0.3133
,1,1,Sima Varnosafaderani,1,0.5000,minimal repair;imperfect repair;expected total warranty servicing;lower warranty servicing cost;two-dimensional warranty servicing strategy;warranty region;warranty servicing cost;servicing strategy;previously-studied repair-replacement strategy;product failure intensityThe cost,0.7500
"Institute of Mathematics, 8 Acad. G. Bonchev str. 1113 Sofia, Bulgaria",6,2,I. Landgev,4,2.5000,four-dimensional quaternary code;quaternary linear code;certain set;exact value ofn;minimum distance;optimal length;points inPG,2.5833
"Institute of Information Technology of National Academy of Sciences of Azerbaijan, Azerbaijan;Institute of Information Technology, Azerbaijan National Academy of Sciences, 9, B. Vahabzade Street, Baku AZ1141, Azerbaijan",7,0,Makrufa S. Hajirahimova,2,2.0000,multi-document summarization;objective function;optimization problem;model text summarization;optimization model;proposed model;unsupervised text summarization model;content coverage;maximum coverage;automatic multi-document summarization,0.9167
"Department of Computer Science and Computer Engineering, La Trobe University, Victoria 3086, Australia and Department of Computer Science and Electronics, Gadjah Mada University, Yogyakarta 55281, ...;Department of Computer Science and Computer Engineering, La Trobe University, Victoria, Australia",4,1,Anny Kartika Sari,3,1.3333,archetype sub-ontology;base ontology;functional health concept;standard health ontology;relevant archetype;domain ontology;electronic health record;electronic health recordsThe;health archetype;health care enterprise,2.4444
"University Medical Center, Utrecht, The Netherlands;Image Sciences Institute, University Medical Center Utrecht, GA Utrecht, The Netherlands 3508",82,5,Josien P. W. Pluim,25,24.3111,nonrigid registration;free-form registration framework;non-rigid registration;registration algorithm;target registration error;Lung RegistrationNon-rigid registration accuracy;artificial registration problem;cervical MRDeformable registration;deformable image registration;deformation fields post registration,27.9506
The University of British Columbia;University of Alberta,7,2,Bin Zheng,3,1.9167,eye movement;manual task;initial eye movement;expert surgeon;situation awareness;detailed task knowledge;laparoscopic training task;surgical task;task performer;task video,0.8681
"Institute of Computer Science, University of Wrocław",0,0,Andrzej Łukaszewski,1,0.0000,shadow ray;modified scene;shadow ray test;shadow raysWe;standard acceleration ray;original scene;present independent method;Exploiting coherence;Minkowski operator;bidierectional path,0.0000
,0,0,Bao Zheng,1,0.0000,neural network;maximum likelihood criterion;proposed network;real-time neural computation;accurate projection operator;characteristic time constant;estimation problemsThis paper;projection operator;real-time computation;Original Contribution,0.0000
eWorks!,2,1,Charles Lukaszewski,1,1.0000,Web site,0.5000
,0,0,Conrad D. Heatwole,1,0.0000,confidence propagation;rule-based system;uncertain evidence;variable weight,0.0000
"Grado Department of Industrial and Systems Engineering, 250 Durham Hall, Mail Code 0118, Virginia Polytechnic Institute and State University, Blacksburg, VA 24061, USA;Global Powertrain Engineering and IT Solutions Department, Ford Motor Company, Dearborn, USA 481214091",2,1,Vikram Ganesan,2,1.0000,problem formulation;Pseudo-Global Optimization Approach;polynomial programming approximation;contemporary commercialized design optimization;design draft;design objective;design variable;engineering design problem;improved design;various design variable setting,0.5000
,0,0,G. Rosenhouse,1,0.0000,Multi-channel cochlear;case study,0.0000
"Graz University of Technology, Signal Processing and Speech Communication Laboratory, Inffeldgasse 12, 8010 Graz, Austria",17,3,Martin Hagmüller,4,6.0833,playback speech;speech signal watermarking;speech watermarkingThis paper;pitch mark;COST-277 speech databaseDatabases;Non-linear speech processing;proposed speech;speech analysis;speech database;speech production system,6.1319
"ASIC & Syst. State Key Lab., Fudan Univ., Shanghai, China",0,0,Huarong Zheng,1,0.0000,carrier frequency;symbol timing;conventional correlator;correlator output;correlator result;orthogonal frequency multiplexing;Low-complexity joint synchronization;OFDM symbol;OFDM systemsTiming synchronization;improved synchronization algorithm,0.0000
"Lebanon Valley College, Annville, PA",7,1,Marianne Goodfellow,1,2.3333,ICT skill;fale student;actual ICT skill;first-year student;ICT skill confidence;communication technology;fale first-year student;first-year studentsRecent study;major technology domain area;male counterpart,1.9444
,0,0,S. Ganesan,1,0.0000,multi-stage telecommand code,0.0000
"STMicroelectronics, Crolles, France",0,0,J. Guillan,8,0.0000,new generation;new reactive pre-clean;reactive pre-clean;Cu crystallographic orientation;Cu surface;reliability performance;CuSiN self-aligned barrier;ULK dielectric;SiCN reference;standard SiCN barrier,0.0000
,5,1,S. Ganesan,1,2.5000,real-time communication;real-time computing;SDistributed multimedia application;computation service;efficient implementation;new class;vehicle license plate;wide gap;workstation application,1.2500
"Laboratory for Digital Design Environments, Department of ECECS, University of Cincinnati, Cincinnati, OH",27,4,Sree Ganesan,8,10.5000,adaptive architecture;analog system;analog-digital partitioning;system behavior;mixed-signal design;Analog library;behavioral specification;noise figure;analog behavior;field-programmable analog,13.6500
"Carnegie Mellon University, Pittsburgh, Pennsylvania, USA",0,0,Kevin J. Schaefer,1,0.0000,data collection;data sheet;behavioral data;data need;situ data;student data;staff use paper;current technology;existing technology;staff ability,0.0000
,1,1,S. Ganesan,1,0.3333,architecture design;block-based compression algorithm;compression algorithm;proposed architecture;sequential implementation;Algorithm Driven Architecture;Compression Scheme;Lossless Image;Multiplicative Autoregressive Models;lossless image scheme,0.1111
,0,0,Zehua Chen,1,0.0000,randomized key method;traditional unidirectional;RFID Authentication protocol;RFID application;RFID system;RFID technology;Traditional Unidirectional ECDLP-Based RFID;better security;security analysis;security demand,0.0000
"Shanghai Jiao Tong University, Shanghai, China",0,0,Dong Zheng,1,0.0000,Industrial E-payment system,0.0000
,0,0,Yanliang Yang,1,0.0000,IIR digital filter;IIR Digital Filter Design;digital filter;filter performance;Simulink simulation environment;hardware testing;optimize hardware resource;Argument Principle stability constraint;FPGA development board;FPGAThis paper,0.0000
,0,0,Y. Senshu,1,0.0000,MR head;MR head output signal;VCR format;areal density;consumer VCR format;high-density magnetic recording;higher density recording technique;new consumer;amplitude asymmetry;cm3 volume,0.0000
"Northumbria University, NE1 8ST, UK",5,0,Joyce S. R. Yee,2,2.5000,pragmatic approach;interaction designer;briefing project stakeholders;later-stage project deliverables;multi-stakeholder project;project delivery;real end-users;preliminary research;research participant;rich design brief,1.2500
"Saab AB, Security and Defence Solutions, Järfälla, Sweden",1,1,Rikard Andersson,1,0.2500,fighter aircraft;cognitive ergonomics design principle;Gripen fighter aircraft;fighter aircraft domain;fighter aircraftThe objective;modern Swedish swing-role aircraft;ongoing fighter aircraft development;design process;relevant design principle;brief description,0.1458
"University of Concepcion, Chile",0,0,J. E. MEDINA,1,0.0000,Practical ApplicationThe problem;Genetic Algorithm;Integer Chromosomes;Optimal Route;Telecommunications Networks;different policy;single facility;telecommunications network planning,0.0000
,0,0,Ling Siew Woei,1,0.0000,conserving Nusantara folktale;Nusantara Folktales Conservation;Nusantara folktale reader;basic programming;digital archiving tool;digital product;interactive digital storytelling product;interactive storytelling tool;mere software;open-source programming software,0.0000
"Zhejiang University, P.R.China",11,2,Tao Yu,4,2.2833,motion sequence;motion data;motion clip;Kungfu motion;Laban-based motion editing algorithm;Laban-based motion retrieval;additional motion property;candidate motion sequence;choreographing Kung-fu motion;continuous rough motion sequence,3.5525
"Hammond High School, Columbia, MD",0,0,Alexander O. Mitchell,1,0.0000,Cuckoo attack;TPM proximity;TPM quote request;TPM tickstamp time;middle attack;revised Cuckoo attack;verifying TPM proximity;legitimate computing platform;platform authentication challenge;platform boot integrity,0.0000
"University of Pennsylvania, Philadelphia, PA, USA",6,2,Yiqing Ren,3,0.7758,routing policy;comprehensive toolkit;implementation toolkit;safety analysis;formal analysis;DTaP model;algebraic representation;convergence time;declarative program;query time-aware provenance,1.4847
"NTT Comware Co., Chibashi, Chiba, Japan",6,1,Tatsuhito Kakizaki,2,0.8250,abletop tangible user interface;disaster education;disaster evacuation scenario;disaster measure;disaster prevention plan;disaster simulation;disaster simulation system;interactive disaster simulation system;Collaborative simulation interface;simulation tool,0.4241
"Washburn University, Topeka, KS",0,0,Lance Gliser,1,0.0000,free open source software;interactive web application;software product;negative experience;negative issue;freely-available online resource;participant-oriented evaluation studyIn;predominate number,0.0000
,0,0,Marianna Simonot,1,0.0000,Programming Language,0.0000
"Bioinformation Center, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences  Shanghai 200031, China",4,1,Tieliu Shi,1,0.5714,reference organism;phylogenetic profiles method;refined phylogenetic profiles method;prediction accuracy;previous method;phylogenetic relationship;cluster protein;protein interaction;protein interactionsMotivation;reference genome selection,0.1769
"Dental Medicine Faculty, Porto University, Porto, Portugal",0,0,Vanda Urzal,1,0.0000,vertical jaw dysplasia;multinomial logistic regression model;hyoid bone;open bite;multinomial logistic regression;individual characteristic;orthodontics field;stepwise technique;Northern region;cephalometric measure,0.0000
"National Aerospace Laboratory, Tokyo, Japan",0,0,Katsuhisa Koura,1,0.0000,Argon-like gas;Monte Carlo simulation;electron swarm,0.0000
,0,0,Izumi Horikawa,1,0.0000,multi-carrier TDMA microcell system;radio channel control,0.0000
,0,0,Naomi Horikawa,1,0.0000,,0.0000
"Clifford Research Group, Department of Mathematical Analysis, Faculty of Engineering, Ghent University, Gent, Belgium",5,2,F. Sommen,4,1.6667,orthogonal polynomial;Euclidean space;orthogonality relation;real axis;appropriate orthogonal polynomial;Clifford algebra-valued function;Euclidean spaceIn;Clifford algebra;Clifford algebra-valued kernel;Clifford analysis,0.5556
"Department of Systems and Control, Information Technolog, Uppsala University, P.O. Box 27, SE751 03, Uppsala, Sweden  Email: <rfc822>Girish.Ganesan@syscon.uu.se</rfc822>",151,4,Girish Ganesan,12,60.1667,Space-Time Diversity;data rate;space-time block code;space-time code;best diversity;vector code;optimal SNR;flat fading channel;coding scheme;differential scheme,52.9722
"The University of Georgia, Griffin, GA, United States",2,1,L. C. Guerra,1,0.2222,peanut production;irrigation decision support tool;web-based tool;Dryland peanut production;peanut irrigation decision support;rainfed peanut;ENSO-based irrigation decision support;different El Nino-Southern Oscillation;different planting date;different scenario,0.1657
"Department of Computer Science and Engineering, Government College of Engineering, Tirunelveli 627 007, India;Government College of Engineering;A.C. College of Enggineering and Technology;Department of CSE, A.C. College of Engg.& Technology, 630004, Karaikudi, India",157,6,L. Ganesan,21,64.5833,exture classification;texture analysis;texture image;texture primitive spectrum;texture feature;texture primitive;rotation invariant texture classification;texture segmentation;texture similarity measurement;Gabor wavelet,40.0486
"Abdus Salam International Centre for Theoretical Physics Trieste, Italy and Department of Mathematics, QuaidiAzam University, 45320 Islamabad, Pakistan;Institut für Mechanik III, Technische Universität Darmstadt Hochschulstr. 1, 64289 Darmstad, Germany",39,4,Tasawar Hayat,29,13.3333,grade fluid;order fluid;Oldroyd-B fluid;third-grade fluid;Johnson-Segalman fluid;micropolar fluid;unsteady flow;fourth-grade fluid;incompressible third-grade fluid;second-grade fluid,19.5694
"CMEE, Nanjing University of Aeronautics & Astronautics, Nanjing, P.R. China;School of Mathematical Sciences, Capital Normal University, Beijing, China 100037;School of Information, Beijing Union University, Beijing, China;Dept. of Electr. Eng., Arizona State Univ., Tempe, AZ;Dept. of Electr. Eng., Arizona State Univ., Phoenix, AZ;Union University, Beijing, China",20,3,Ning He,22,6.8333,expert system;fuzzy expert system;tool life;fuzzy rule;acoustics system;aided-support system;city navigation system;close loop system;comprehensive knowledge-based expert system;control system,9.6528
"College of Mathematics and Econometrics, Hunan University, Changsha, PR China;School of Applied Mathematics, University of Electronic Science and Technology of China, Chengdu, Sichuan, 610054, PR China",1,1,Lisha Gong,2,0.3333,Problem II;matrix equation;successive projection iterative method;anti-symmetric matrix;matrix X;new iterative method;q anti-symmetric matrix;general solution;numerical example;numerical experiment,0.6111
,8,0,Sao-Jie Chen,2,4.0000,2-D discrete wavelet;filter length L;N 2-D DWT;N clock cycle;VLSI architecture;efficient VLSI architecture;proposed separable architecture;2-D DWT;DWT computation;VLSI implementation,2.0000
,0,0,Michael Gyngell,1,0.0000,Artificial Neural Networks;Magnetic Resonance Spectroscopy;Rat Brain;Tumorous Tissue,0.0000
"Stanford University, Stanford, CA",435,10,Prasanna Ganesan,15,142.4167,P2P system;social link;social network;P2P network;range-partitioned data;DHT routing algorithm;routing algorithm;P2P data network;data management;data management solution,220.9958
"North Carolina State University, Raleigh, NC",39,0,Prasanth Ganesan,2,6.5000,embedded architecture;small embedded device;encryption algorithm;encryption scheme;arbitrary embedded architecture;embedded data bus width;encryption class;encryption method;encryption overhead;feasible encryption scheme,14.2583
"University of Michigan, Ann Arbor",0,0,Kang G. Shin,1,0.0000,CA-based broadcast protocol;Self-Interference CancellationConventional wireless broadcast;asymptotic broadcast delay;broadcast service;multiple broadcast session;wireless broadcast;PHY-layer collision resolution mechanism;network-level performance;packet collision;superior performance,0.0000
,0,0,A. Sim,1,0.0000,large number;Efficient Attribute-Based Data Access;astronomical data;data management process;different data file;large data record;selected data record;network traffic;network usage;optimize network usage,0.0000
"Universidad de las AmericasPuebla, Mexico",0,0,AntonioAshari Perez-Loyola,1,0.0000,arbitrary phase response specification;phase delay;phase response;All-Pass Transfer Functions;Delay Equalization;Least-Squares MinimizationIn;corrective system;digital filter design algorithm;frequency range;generalized optimal stable all-pass,0.0000
"Polytechnic Institute of Leiria, Portugal",0,0,Paulo Costa,1,0.0000,insufficient information;visual information;image data;inclusive technology;landmarks detection;new algorithm;peopleAssistive technology;proposed algorithm;visual disability;Ensemble Empirical Mode Decomposition,0.0000
Indiana University and Persistent Systems Inc.,0,0,Edward Robertson,1,0.0000,EA model;artificial ontology viewEnterprise;Transforming enterprise architecture model;briefly point;conceptual object;human purpose;ontological foundation,0.0000
Department of computer science National University of Defense Technology,0,0,Yuxing Peng,1,0.0000,VOD server;BECP scheduling policy;Clustered VOD ServersThe;server node;server-push scheduling strategy;flexible schedule scheme;long time buffering;simulation result;small buffering space;traditional video servers schedule,0.0000
,0,0,Julian Gyngell,1,0.0000,Limited v Daman Limited;Total Information Processing Systems;case commentary;computer programme,0.0000
,5,1,R. Schell,1,5.0000,science incomputer;theexisting science;Flying PigsThe state;hard problem;hard work;information security isastonishingly;leverageverifiable protection;network security;pseudoscience andflying pig;verifiable protection,5.0000
"Microsoft, Redmond, CA, USA",8,1,Bo Anderson,1,2.0000,real-time bidding algorithm;optimization problem;real-time bid adjustment approach;real-time constraint satisfaction level;real-time constraint snapshot;real-time conversion data;simple real-time bidding algorithm;ad allocation;ad impression;historical bidding landscape,1.1667
"University of Illinois at UrbanaChampaign, 1206 West Green St. Urbana, IL 61801, USA",0,0,James S. Hammonds,1,0.0000,3-D heat diffusion;3-D paraxial wave;heat absorption;heat diffusion equation;paraxial wave;paraxial wave equation;thermal diffusion equation;explicit solver;finite-difference method;implicit FDM solution,0.0000
"Xavier University of Louisiana, New Orleans, LA",0,0,Sheldon Harris,1,0.0000,focus-on-knowledge methodology;U. S.;U. S. Army;U. S. population interest;focus-on-knowledge methodologyThe popularity;Reality AI;computer gaming;convoy training;funded research project;launch platform,0.0000
,0,0,Subramaniam Ganesan,2,0.0000,Standalone modem design;dual-DSP microprocessor system;real-time digital correlation,0.0000
"Department of Computer Science and Engineering, University of Washington, Seattle, WA",2,1,Wei-Ting Liao,1,0.3333,Session-based browsing;effective query reuse,0.3167
,0,0,Chaoxiong Li,1,0.0000,data mining;data mining software;data mining algorithm;data mining application system;reusing data mining software;new component library system;various application demand;wide application;Data Mining Component Library;business intelligence,0.0000
"British Telecom, Suffolk, UK",1,1,Xuanye Gu,1,0.2500,power control;conventional fixed-power random channel;dynamic channel allocation;optimal channel assignment;scalable WLANsDynamic channel allocation;continuous TPC;power saving;allocation algorithm;discrete DCA;joint design approach,0.0625
,0,0,Rajan Ganesan,1,0.0000,2-d cad;Automated recognition;collaborative virtual prototyping;intersecting feature,0.0000
,0,0,Jia Liu,1,0.0000,current web crawler;local browsed web page;topic-specific web crawler;web data mining;web search engine;corresponding crawling algorithm;crawling efficiency;joint crawling process;current centralized architecture crawler;topic-specific crawler,0.0000
"Physics Science and technology Collage, Yangzhou University, Yangzhou, China and Laboratory for Climate Studies of China Meteorological Administration, National Climate Center, Beijing, China",0,0,Rong Zhi,2,0.0000,precipitation character;precipitation forecast;North China;Northeast China pattern;South China pattern;Jianghuai pattern;characteristic region;common spatial-temporal characteristic structure;dynamic climate;obvious influence,0.0000
"Medical Statistics Department, Christie Hospital, Wilmslow Road, Withington, Manchester M20 4BX, UK",23,1,R. Swindell,1,5.7500,ARD model;Bayesian neural network approach;automatic model selection;feedforward neural network;neural network;proportional hazards model;regularised neural network;breast cancerA Bayesian framework;cohort study;monthly cohort study,1.4375
"Department of Mathematics, Harbin Institute of Technology, Harbin 150001, China;Department of Computer Engineering and Information Technology, City University of Hong Kong, Kowloon, Hong Kong, SAR China;University of Maryland at College Park;Samsung Information Systems America Irvine, CA;Center for Information Science and Technology, Temple University  Philadelphia, PA 19122, USA;Peking University, Beijing, P. R. China;Mobileye Vision Technologies, Princeton, USA;Dept. of Computer Science and Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Korea;School of Computer Science, Wuhan University, Wuhan, Hubei, China",199,9,Bo Han,53,63.3111,proposed algorithm;mobile data traffic;Zone algorithm;sequential kernel density approximation;Area algorithm;Split Bregman iterative algorithm;Landweber method;benchmark data;gene expression data;Heuristic algorithm,100.9804
"School of Software and Microelectronics, Peking University",0,0,Jing Liu,1,0.0000,raining time;previous system;face detection systemThe training;hundred time;candidate feature;efficient improvement;efficient optimization technique;required feature number;adaboost algorithm;face detection,0.0000
"Department of Electrical and Computer Engineering, Iowa State University, Ames, IA",17,2,Ashraf Hamad,3,7.7500,optical network;multicast service;heuristic solution;multicasting protocol;multicasting technique;optical multicasting;bandwidth intensive network application;different network environment;network cost;network environment,12.0625
"North Carolina A&T State University, Greensboro, NC",0,0,W. Liao,1,0.0000,web security course;hybrid teaching approach;information assurance;approach instructor;hybrid approach;new Web Security course;information assurance professional;information assuranceThis paper;real world web application;security area,0.0000
"University of California, San Diego",0,0,Jennifer Elizabeth Fenwick,1,0.0000,initial mesh;mesh generation algorithm;Boundary Representation mesh generator;existing mesh generation algorithm;high quality mesh;mesh generator;multi-purpose mesh generatorIn;poor quality mesh;reasonable quality;Delaunay-based method,0.0000
"Dipartimento di Informatica, University of Turin, Italy",1,1,Alan Perotti,4,0.2500,argumentation framework;conditional labelling;multi-sorted argumentation framework;neural network;potential attack;extended argumentation framework;neural-symbolic framework;proposed framework;abstract argumentation;argumentation network,0.2708
"Electrical and Computer Engineering Department, Georgia Institute of Technology, Atlanta, GA;School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA",1,1,Cheng Jia,2,0.5000,BIST circuit;multiple test cycle;high accuracy;delay-locked loop circuit;frequency adjustment;start test;test time;DLL design;DLL fault detectionA built-in-self-test;low-resolution DLL,0.7500
,0,0,Yongjie Zhang,1,0.0000,medical imaging;mesh generation;mesh warping;biomodelcular modeling;engineering application;image alignment;interdisciplinary topic;latest research;broad range;heterogeneous material,0.0000
"Blue29 LLC, 615 Palomar Avenue, Sunnyvale, CA 94085, USA",1,1,L. Hall,1,0.0714,dielectric cap;electromigration lifetime;CoWP cap;metal cap;self-aligned metal cap;stand-alone CoWP cap;stand-alone SiN cap;Self-aligned metal;electroless platingSelf-aligned metal;metal line,0.0471
"Chinese Academy of Sciences, Shenyang, China",2,1,Weijun Liu,1,0.6667,subdivision surface;adaptive subdivision scheme;subdivision scheme;uniform subdivision scheme;unnecessary subdivision;adaptive refinement;lower cost;Adaptive Refinement Scheme;Triangular MeshesOne problem;graphic mesh,0.5556
"Kyoto University, Department of Micro Engineering, Graduate School of Engineering, YoshidaHonmachi, Sakyoku, 6068501, Kyoto, Japan",0,0,Thakur Praveen Singh,1,0.0000,acceleration output;acceleration sensitivity;decoupling ratio;frequency response;stiffness unbalance;acceleration output model;resonators design;anti-phase modal frequency;anti-phase mode excitation;anti-phase vibration,0.0000
"Syracuse Univ., Syracuse, NY",1,1,Radha Ganesan,1,0.3333,instructional design;networked learning,0.6111
"National Cheng Kung University, Institute of Information Engineering, Tainan, Taiwan, ROC;Beijing Jiaotong University",16,3,C. Li,16,5.7500,P2P system;P2P IPTV system;P2P network;commercial P2P;p2p VoD system;mobile environment;Model P2P Streaming System;P2P IPTV SystemSince;P2P Live Streaming SystemIn;P2P Streaming System,5.0625
"Department of Electrical and Computer Engineering, Concordia University, Montreal, Que., Canada HEG 1M8",3,1,Walaa Hamouda,18,1.5000,antenna selection;proposed algorithm;performance gain;Rayleigh fading channel;John Wiley;system throughput;proposed TAS approach;proposed protocol;proposed receiver structure;end-to-end performance,1.2500
"Programa de PósGraduação em Ciência da Computação, Faculdade de Informãtica, PUCRS, Porto Alegre, RS, Brasil",0,0,Fábio A. Frantz,1,0.0000,molecular docking simulation;HPC environment;HPC system;FFR model;High Performance Computing;Tasks Computing architecture;data flow;Fully-flexible Protein Receptor;fully-flexible receptor modelMolecular;huge amount,0.0000
,0,0,Raj Ganesan,1,0.0000,multimedia data;slave architecture;data flow;data retrieval;data transaction;in-coming multimedia stream;storage solution;storage space;storage system;storage unit,0.0000
"Institute of Theoretical and Applied Informatics, Polish Accademy of Science, Gliwice, Poland",0,0,Sławomir Nowak,2,0.0000,new synchronization method;parallel simulation;content-aware network;method merges paradigm;optimistic synchronization method;content database;content localization;content localization algorithm;event-driven simulation;parallel discrete event simulation,0.0000
,0,0,Jin-peng Liu,1,0.0000,Multi-objective Optimization;Particle Swarm MethodIn;Particle Swarm Optimization Method;cost optimization;global optimization;security model;Construction Project Management;PSO method;basic principle;construction phase,0.0000
,2,1,Masahiro Horikawa,1,0.6667,neighboring vertex;Adaptive Smoothing Tangential Direction;important direction field discontinuity;neighboring direction;vertex direction;smoothing process;smoothing technique;curvature line;effective method;Polygonal SurfacesThe paper,0.5556
,0,0,Xia Gu,1,0.0000,Brusselator model;equivariant condition;bifurcation parameter;bifurcation point;different bifurcation subgroup;different nontrivial bifurcation solution;equivariant nontrivial bifurcation solution;Brusslator reaction diffusion model;steady solution;numerical result,0.0000
"Department of Electrical, Computer, and Systems Engineering, Rensselaer Polytechnic Institute, Troy, NY",0,0,Xiaoqing Ge,1,0.0000,additive D-stability;compound matrix;additive compound matrix;additional determinant condition;cyclic reaction network;new criterion;new sufficient condition;nonnegative off-diagonal entry;reaction dynamics guarantees stability;reaction-diffusion model,0.0000
,1,1,"Robert H. High, Jr.",1,1.0000,component model;managed object,1.0000
,0,0,Ju Liu,2,0.0000,neighbor number size;distribution delay;standard BitTorrent;buffer size;BitTorrentThis paper;backbone traffic;better download performance;cross-ISP traffic;hierarchical network topology;performance metrics,0.0000
"Department of Psychological & Brain Sciences, University of Louisville, Louisville, KY 40292, USA",5,1,Bruce C. Hansen,1,1.2500,reference SF;SF error;error SF;fusion SF;fusion algorithm;fusion algorithmsA;fusion quality metric;new quantitative metric;proposed metric;extended spatial frequency,0.7292
,0,0,Chong Li,1,0.0000,Web-Powered E-Science Short Message;collaborative research environment software;nutrition scientific research activity;questionnaire platform;traditional e-Science;web-powered short message service;GSM-SM modem;Questionnaire PlatformTo;good portability;inconvenience frequent information communication,0.0000
"IOC, Universitat Politecnica de Catalunya, Barcelona, Spain 08028",0,0,X. Puerta,2,0.0000,invariant subspaces;Lipschitz stability;cover problem;sufficient condition;Cover ProblemFor;controllable system;corresponding smooth manifold;differentiable structure;wide class,0.0000
"Simon Fraser University, Surrey, British Columbia, Canada",0,0,C. Shaw,1,0.0000,contemporary dance;contemporary dance analysisThis paper;dance performance;detailed movement information;expert viewer information;performative information;available analysis technique;movement analysis tool;structural analysis;design decision,0.0000
"Space Control and Inertial Technology Research Center, Harbin Institute of Technology, Harbin 150080, China",0,0,Ting Yang,1,0.0000,chemical oxygen demand;fuzzy modeling approach;Benchmark Simulation Model No.;fuzzy rule;fuzzy space;proposed approach;well-known fuzzy c-means cluster;Activated Sludge Model No.;real wastewater treatment plant;wastewater treatment plant,0.0000
"University of California, Irvine, CA",4,1,Kristin Young,1,0.5000,agents transfer seamlessly;mobile agent;mobile device;mobile virtual space;participant engagement;physical engagement;physical interaction;physical world;EcoRaft project;interactive installation,0.1339
"University of Illinois at Chicago, Chicago, IL;Georgia Institute of Technology, Atlanta, GA",21,3,Jennifer Wiley,5,4.5238,message center;greater learning gain;empirical study;embedded condition;embedded design;emotional design;user inclusive design process;Internet research task;active cross-generational communication;communication technology,5.2173
Intel Corporation,0,0,Ray Arell,2,0.0000,software quality;Change-Based Test Management;software engineer;software validation;Use CBTM;current development model;development cycle;development time;high quality product;validation process,0.0000
,0,0,Xiaohua Ge,1,0.0000,conservative delay-dependent stability condition;linear matrix inequality;robust stability criterion;slack matrix variable;Networked Control SystemsThis paper;New Stability Criterion;data packet dropout;networked control system;proposed method;strict proof,0.0000
,0,0,Bruno Bieker,1,0.0000,,0.0000
"Middlesex University, The Burroughs London, UK",18,3,Dong-Han Ham,6,3.5000,mobile phone;usability factor;usability impact factor;principle knowledge;Cognitive ergonomics;scenario-based usability evaluation;usability issue;usability practitioner;usability problem;new usability concept,5.9095
"Department of Electrical and Computer Engineering, University of Memphis, Memphis, TN",0,0,Eddie White,1,0.0000,image sequence;invariant face recognition;face image sequence;image pixel;localized image registration;output image sequence;small in-plane image rotation;static image registration;CSRN-based face recognition technique;available VidTIMIT Audio-Video face,0.0000
"Department of Economics, Ruhr University of Bochum, Universitätsstr. 150, GC3/62, D44780 Bochum, Germany;HeinrichHeineUniversity of Düsseldorf, Düsseldorf Institute for Competition Economics (DICE), Universitätsstr. 1, 40225 Düsseldorf, Germany",9,2,Justus Haucap,4,2.5833,local network effect;consumer choice;Turkish mobile telecommunications market;telecommunications regulation;mobile telecommunication;German market;post-paid market;pre-paid market;sector-specific regulation;different network,2.4653
,0,0,Xiang Gu,1,0.0000,Boolean function logic optimization;Logic FunctionA logic optimization;logic optimization;multi-outputs logic function;prime implicants;Mini-terms Optimization;common algorithm;input variable;large scale;max product,0.0000
"Computer Science and Information Management Program, School of Engineering and Technology, Asian Institute of Technology, PO Box 4, Klong Luang, Pathumthani 12120, Thailand",2,1,Le Hong Hai,1,0.4000,anatomical sketch;medical student;part identification algorithm;experienced physician;Anatomical sketch understanding;robust sketch understanding system;sketch annotation;sketch recognition;sketch recognition algorithm;anatomical part,0.0800
,12,1,Vladimir Sarsakov,1,2.4000,Polynomial Translation;disjunctive logic program;nestedlogic program;Preliminary ReportNested logic program;logic program;logic program rule;off-the-shelf disjunctive logic programming;Disjunctive Logic Programs;Logic Programs;advanced transformation,3.0800
"Department of Electrical Engineering, National Taiwan Ocean University, Peining Road, Keelung 20224, Taiwan",0,0,Chao-Chun Li,1,0.0000,Connection NetworkPower system;high-order system matrix;power system;sample power system;system eigenstructure;whole system eigenstructure;eigenvalue analysis;frequency-domain analysis;small disturbance;small signal stability,0.0000
